X,Y,objectid,id_punto,nombreestablecimiento,direccion,codigo_mpio,municipio,barrio,linea_cuenca,estado,longitud,latitud
-75.6204164500962,6.1470733996232,542,542,El Trapiche,Cr 45 77 SUR 20,05631,Sabaneta,Sabaneta,C5,En servicio,-75.62041645,6.1470734
-75.5956934103088,6.15811272027637,543,543,El Trianon,CR 40 48 B SUR 2,05266,Envigado,Envigado,C5,En servicio,-75.59569341,6.15811272
-75.6155739998105,6.15100068017645,544,544,Enrredadera,Cr 44 70 SUR 20,05631,Sabaneta,Sabaneta,C5,En servicio,-75.615574,6.15100068
-75.6173461656603,6.15192064056001,545,545,Entreamigos,Cr 46 SUR 72 08,05631,Sabaneta,Sabaneta,C5,En servicio,-75.61734617,6.15192064
-75.5876112901554,6.16958930986585,546,546,Envigado Parque,CL 38 SUR 42 23,05266,Envigado,Envigado,C5,En servicio,-75.58761129,6.16958931
-75.5876112901554,6.16958930986585,547,547,Envigado Parque (2),CL 38 SUR 42 23,05266,Envigado,Envigado,C5,En servicio,-75.58761129,6.16958931
-75.5875023703256,6.17087780955885,548,548,Esquina Del Guaro,CR 43 36 SUR 81,05266,Envigado,Envigado,C5,En servicio,-75.58750237,6.17087781
-75.6258950001296,6.15248600010355,549,549,Estacion La Estrella,CR 49 77 SUR 90,05631,Sabaneta,Sabaneta,C5,En servicio,-75.625895,6.152486
-75.5957677944076,6.17433377573952,550,550,Estacion Metro,CR 50 37 SUR 120 ( ENV2 10),05266,Envigado,Envigado,C5,En servicio,-75.59576779,6.17433378
-75.5957677944076,6.17433377573952,551,551,Estacion Metro (2),CR 50 37 SUR 120 ( ENV2 10),05266,Envigado,Envigado,C5,En servicio,-75.59576779,6.17433378
-75.5793263358008,6.18306905218362,552,552,Euro Mercados Frontera,CR 43 21 SUR 06,05266,Envigado,Envigado,C5,En servicio,-75.57932634,6.18306905
-75.5871450196072,6.17119824043341,553,553,Gana Servicios Envigado (2),Cr 43 36 SUR 06,05266,Envigado,Envigado,C5,En servicio,-75.58714502,6.17119824
-75.5871450196072,6.17119824043341,554,554,Gana Servicios Envigado (3),Cr 43 36 SUR 06,05266,Envigado,Envigado,C5,En servicio,-75.58714502,6.17119824
-75.5871450196072,6.17119824043341,555,555,Gana Servicios Envigado (4),Cr 43 36 SUR 06,05266,Envigado,Envigado,C5,En servicio,-75.58714502,6.17119824
-75.5815952295786,6.16080091036508,556,556,Gana Servicios Envigado Rosellon (2),CL 40 S 28 B 58         ,05266,Envigado,Envigado,C5,En servicio,-75.58159523,6.16080091
-75.616256590069,6.15089564022103,557,557,Gana Servicios Sabaneta (2),CR 45 71 SUR 14,05631,Sabaneta,Sabaneta,C5,En servicio,-75.61625659,6.15089564
-75.616256590069,6.15089564022103,558,558,Ganaservicios,CR 45 71 SUR 14,05631,Sabaneta,Sabaneta,C5,En servicio,-75.61625659,6.15089564
-75.5871450196072,6.17119824043341,559,559,Ganaservicios Envigado,Cr 43 36 SUR 06,05266,Envigado,Envigado,C5,En servicio,-75.58714502,6.17119824
-75.5815952295786,6.16080091036508,560,560,Ganaservicios Rosellon,CL 40 SUR 28 B 58,05266,Envigado,Envigado,C5,En servicio,-75.58159523,6.16080091
-75.583122660209,6.16391321989793,561,561,Guaimaro,TRANSVERSAL 34ASUR N 32B10,05266,Envigado,Envigado,C5,En servicio,-75.58312266,6.16391322
-75.5880935902416,6.16798758989107,562,562,Guanteros,CL 39 SUR 41 83,05266,Envigado,Envigado,C5,En servicio,-75.58809359,6.16798759
-75.586606350237,6.17781471987617,563,563,Jardines,CR 45 A CL 30 SUR 14 ,05266,Envigado,Envigado,C5,En servicio,-75.58660635,6.17781472
-75.5847119802709,6.16065241008952,564,564,La Florida,CL 40 F SUR 30 3,05266,Envigado,Envigado,C5,En servicio,-75.58471198,6.16065241
-75.6159905396246,6.15085746010745,565,565,La Isla,CL 71 SUR 44 20,05631,Sabaneta,Sabaneta,C5,En servicio,-75.61599054,6.15085746
-75.5816857797592,6.15717937004234,566,566,La Mina Qap,CL 40B SUR 26 49,05266,Envigado,Envigado,C5,En servicio,-75.58168578,6.15717937
-75.5821170699103,6.16700494001555,567,567,La Normal,CL 37 SUR 33 61,05266,Envigado,Envigado,C5,En servicio,-75.58211707,6.16700494
-75.5934591097543,6.16352891028394,568,568,La Paz 2,CR 42 B 45 B SUR 83,05266,Envigado,Envigado,C5,En servicio,-75.59345911,6.16352891
-75.581012080127,6.16573268031467,569,569,La Pio Xii,CR 31 37 SUR 64,05266,Envigado,Envigado,C5,En servicio,-75.58101208,6.16573268
-75.5795569396225,6.17086899991977,570,570,La Sebastiana,DG 31 34 E SUR 35,05266,Envigado,Envigado,C5,En servicio,-75.57955694,6.170869
-75.5914896702749,6.17289668043163,571,571,La Universidad,CL 37 SUR 46 A 23,05266,Envigado,Envigado,C5,En servicio,-75.59148967,6.17289668
-75.6116069999899,6.15221299982925,572,572,La Vaquita Sabaneta,CR 43A 63 SUR 190,05631,Sabaneta,Sabaneta,C5,En servicio,-75.611607,6.152213
-75.5887249998851,6.16737699980999,573,573,Licorera Distribeta,CR 42 40 C SUR 79,05266,Envigado,Envigado,C5,En servicio,-75.588725,6.167377
-75.5808379201496,6.16827735027966,574,574,Los Naranjos,TRANSVERSAL 36 SUR 32 04,05266,Envigado,Envigado,C5,En servicio,-75.58083792,6.16827735
-75.5834903801806,6.1731349996756,575,575,Magnolia 1,DG 32 D TR 33 A SUR 68,05266,Envigado,Envigado,C5,En servicio,-75.58349038,6.173135
-75.586019059552,6.17256839034647,576,576,Marceliano Dos,CL 33 B SUR 42 67,05266,Envigado,Envigado,C5,En servicio,-75.58601906,6.17256839
-75.6158655516292,6.15218625023731,577,577,Merkepaisa Sabaneta,CR 45 69 SUR 25,05631,Sabaneta,Sabaneta,C5,En servicio,-75.61586555,6.15218625
-75.5828318297374,6.16064209982645,578,578,Mina Parte Baja,CL 40 C SUR 29 16,05266,Envigado,Envigado,C5,En servicio,-75.58283183,6.1606421
-75.590337880062,6.16499841016558,579,579,Mini-Mercado La Chica,CR 41 40 G SUR 03,05266,Envigado,Envigado,C5,En servicio,-75.59033788,6.16499841
-75.6163950797431,6.15309140030578,580,580,Pacho Pinturas,Cl 69 SUR 46 68,05631,Sabaneta,Sabaneta,C5,En servicio,-75.61639508,6.1530914
-75.5810313696511,6.17643067974207,581,581,Panaderia La Paloma,DG 31D 32 SUR 51,05266,Envigado,Envigado,C5,En servicio,-75.58103137,6.17643068
-75.596977870011,6.16453755999053,582,582,Panaderia Prima Pan,CL 46 S 46 A 33,05266,Envigado,Envigado,C5,En servicio,-75.59697787,6.16453756
-75.6012124096828,6.15515716958358,583,583,Papeleria Mari-A,CR 40 52 B SUR 27,05266,Envigado,Envigado,C5,En servicio,-75.60121241,6.15515717
-75.5794599997252,6.15479999964615,584,584,Papeleria Y Variedades Estmatre,CL 40 D SUR 40 A 34,05266,Envigado,Envigado,C5,En servicio,-75.57946,6.1548
-75.6155899404152,6.15218288041385,585,585,Parque  Registraduria,Cl 69 SUR 45 28,05631,Sabaneta,Sabaneta,C5,En servicio,-75.61558994,6.15218288
-75.5812900000113,6.17601999966521,586,586,Pcell Tecnologia,TRANSVERSAL 32 A SUR  DG 31 D 34,05266,Envigado,Envigado,C5,En servicio,-75.58129,6.17602
-75.614081759783,6.15152825004318,587,587,Piccolo,Cr 43 C 68 SUR 02,05631,Sabaneta,Sabaneta,C5,En servicio,-75.61408176,6.15152825
-75.5871938098053,6.16932317034974,588,588,Prenderia Omega,CL 38 SUR 41 77,05266,Envigado,Envigado,C5,En servicio,-75.58719381,6.16932317
-75.5868002695574,6.17075188011228,589,589,Presto,CR 42 36 SUR 39,05266,Envigado,Envigado,C5,En servicio,-75.58680027,6.17075188
-75.5965590098486,6.16424762965177,590,590,Primavera 2,CL 46 SUR 44 37,05266,Envigado,Envigado,C5,En servicio,-75.59655901,6.16424763
-75.5619622499051,6.25036291995381,591,591,Profamilia,CL 54 43 70,05001,Medellín,Boston,C5,En servicio,-75.56196225,6.25036292
-75.6106285801353,6.15456480975846,592,592,Restrepo Naranjo,CL 62 SUR 43 c 06,05631,Sabaneta,Sabaneta,C5,En servicio,-75.61062858,6.15456481
-75.6064629403476,6.15915744039839,593,593,Sala De Internet Cristina,CL 53 SUR 40 77,05631,Envigado,Envigado,C5,En servicio,-75.60646294,6.15915744
-75.5819635397434,6.17143618980104,594,594,San Mateo 2,TRANSVERSAL 34 D SUR 32 B 02,05266,Envigado,Envigado,C5,En servicio,-75.58196354,6.17143619
-75.5787471901405,6.17271306032123,595,595,Santa Barbara Iglesia,TRANSVERSAL 34 B SUR 30 A 18,05266,Envigado,Envigado,C5,En servicio,-75.57874719,6.17271306
-75.5883399999207,6.17108999999687,596,596,Surcell,CL 75 SUR 43 A 36,05266,Envigado,Envigado,C5,En servicio,-75.58834,6.17109
-75.6227979997971,6.14995499996182,597,597,Terminal Nuevo,CL 77 SUR 47 23,05631,Sabaneta,Sabaneta,C5,En servicio,-75.622798,6.149955
-75.606214680139,6.15677129997697,598,598,Terrasanta,Cr 43 56 SUR 09,05631,Sabaneta,Sabaneta,C5,En servicio,-75.60621468,6.1567713
-75.5856354097554,6.17234291016452,599,599,Tienda Vegetariana,CR 42 33 B SUR 02,05266,Envigado,Envigado,C5,En servicio,-75.58563541,6.17234291
-75.5879709800868,6.16982983033215,600,600,Ventanas,CR 43 38 SUR 02,05266,Envigado,Envigado,C5,En servicio,-75.58797098,6.16982983
-75.5821076744307,6.18155469329251,601,601,Villa Grande,CR 43 A SUR 35 LOC 109,05266,Envigado,Envigado,C5,En servicio,-75.58210767,6.18155469
-75.593190879997,6.15911305005244,602,602,Zafra Mercados,CR 39 D 46 E SUR 03,05266,Envigado,Envigado,C5,En servicio,-75.59319088,6.15911305
-75.5763865217784,6.21412370910406,603,603,Bulebar Monterey,CR 49 10 0 INT 112,05001,Medellín,El Poblado,C5A,En servicio,-75.57638652,6.21412371
-75.5729849997512,6.19682599997064,604,604,Burbuja C.C Santa Fe,CR 43 A 7 SUR 130 PISO 3,05001,Medellín,El Poblado,C5A,En servicio,-75.572985,6.196826
-75.5729849997512,6.19682599997064,605,605,Burbuja C.C Santa Fe (2),CR 43 A 7 SUR 130 PISO 3,05001,Medellín,El Poblado,C5A,En servicio,-75.572985,6.196826
-75.5696656196734,6.2230984299725,606,606,Cc Automotriz,CL 23 N 43A 55,05001,Medellín,El Poblado,C5A,En servicio,-75.56966562,6.22309843
-75.574889848565,6.19943723565214,607,607,Cc Oviedo,CR 43 A 6 SUR 15,05001,Medellín,El Poblado,C5A,En servicio,-75.57488985,6.19943724
-75.574889848565,6.19943723565214,608,608,Cc Oviedo (2),CR 43 A 6 SUR 15,05001,Medellín,El Poblado,C5A,En servicio,-75.57488985,6.19943724
-75.5737789999695,6.19684799976735,609,609,Centro Comercial Santa Fe,CR 43 A 7 SUR 170 LOC 9063,05001,Medellín,El Poblado,C5A,En servicio,-75.573779,6.196848
-75.5702378501027,6.20964089043489,610,610,El Machetico,CL 9 N 42 – 42,05001,Medellín,El Poblado,C5A,En servicio,-75.57023785,6.20964089
-75.5697096802415,6.21035301984668,611,611,El Rey De La 10,CL 10 N 42 14,05001,Medellín,El Poblado,C5A,En servicio,-75.56970968,6.21035302
-75.5589679997731,6.19733299976175,612,612,El Tesoro,CR 25A 1A SUR 45,05001,Medellín,El Poblado,C5A,En servicio,-75.558968,6.197333
-75.5589679997731,6.19733299976175,613,613,El Tesoro (2),CR 25A 1A SUR 45,05001,Medellín,El Poblado,C5A,En servicio,-75.558968,6.197333
-75.5820882501593,6.21375049985264,614,614,Estacion 210,CL 9 N 42 42,05001,Medellín,El Poblado,C5A,En servicio,-75.58208825,6.2137505
-75.577590520279,6.21343031001949,615,615,Estacion 213,CL 10 N 48 0 INT 149,05001,Medellín,El Poblado,C5A,En servicio,-75.57759052,6.21343031
-75.577590520279,6.21343031001949,616,616,Estacion 213 (2),CL 10 N 48 0 INT 149,05001,Medellín,El Poblado,C5A,En servicio,-75.57759052,6.21343031
-75.565804010202,6.2086663902607,617,617,Gildardo La 10,CL10 N 35 31,05001,Medellín,El Poblado,C5A,En servicio,-75.56580401,6.20866639
-75.5588980003513,6.20812299987164,618,618,La Vaquita Del Poblado,CL 9 SUR 29 D 76,05001,Medellín,El Poblado,C5A,En servicio,-75.558898,6.208123
-75.5656189069478,6.19654057498572,619,619,La Visitacion,CR 32 4 SUR 80,05001,Medellín,El Poblado,C5A,En servicio,-75.56561891,6.19654057
-75.5765890002469,6.20929899978221,620,620,Mall Las Vegas,CRR 48 7 274,05001,Medellín,El Poblado,C5A,En servicio,-75.576589,6.209299
-75.5688239997618,6.18143800006761,621,621,Mall San Lucas,CL 20 SUR 27 115 LOCAL 110,05001,Medellín,El Poblado,C5A,En servicio,-75.568824,6.181438
-75.5654939998009,6.22471599987904,622,622,Maxifruver Las Palmas,CR 38 26 279,05001,Medellín,San Diego,C5A,En servicio,-75.565494,6.224716
-75.570494150233,6.21066329966825,623,623,Nuevo Ganaservicios Poblado,CR 43A N 10 14,05001,Medellín,El Poblado,C5A,En servicio,-75.57049415,6.2106633
-75.5721569399088,6.21110334013894,624,624,Qap De La 10,CL10 N 43C 17,05001,Medellín,El Poblado,C5A,En servicio,-75.57215694,6.21110334
-75.5721569399088,6.21110334013894,625,625,Qap La 10 (2),CL 10 43 C 17,05001,Medellín,El Poblado,C5A,En servicio,-75.57215694,6.21110334
-75.5736300000066,6.1988699998997,626,626,Riosur,CR 43 A 6 SUR 26,05001,Medellín,El Poblado,C5A,En servicio,-75.57363,6.19887
-75.5788999998586,6.18503000010177,627,627,Tecnologia Sau Paulo Lech,CR 43 A  18 SUR  135,05001,Medellín,El Poblado,C5A,Desactivado,-75.5789,6.18503
-75.5621699996876,6.20828000023255,628,628,Vizcaya,CL 10 32 115 BURBUJA 00145A,05001,Medellín,El Poblado,C5A,En servicio,-75.56217,6.20828
-75.5955899998465,6.24261000025146,629,629,601Almacentro,CR 43 A 34 95 lLOCAL 251,05001,Medellín,La Candelaria,C6,En servicio,-75.59559,6.24261
-75.5403310002215,6.24203700040273,630,630,Acces Movile A&Y,CR 17 B 56 E 55,05001,Medellín,Enciso,C6,En servicio,-75.540331,6.242037
-75.5567760296315,6.30066869967029,631,631,Acevedo,CR 52 109 22,05001,Medellín,La Frontera,C6,En servicio,-75.55677603,6.3006687
-75.5385799995782,6.26649999956592,632,632,Aires De La Honda,0,05001,Medellín,Manrique Oriental,C6,En servicio,-75.53858,6.2665
-75.5444449698124,6.28786909981844,633,633,Alianza (San Pablo),CR 34 98 05,05001,Medellín,Santo Domingo Savio Nº 1,C6,En servicio,-75.54444497,6.2878691
-75.5380900000317,6.23698999988378,634,634,Almacen La Esperanza,CL 55 12 105,05001,Medellín,Barrio Caicedo,C6,Desactivado,-75.53809,6.23699
-75.5485889997277,6.26438600029861,635,635,Alto De Guadalupe,CL 95 A 37 54,05001,Medellín,Manrique Central Nº 1,C6,En servicio,-75.548589,6.264386
-75.571262010375,6.24621322993041,636,636,Amador Por Carabobo,CL 45 52 26,05001,Medellín,La Candelaria,C6,En servicio,-75.57126201,6.24621323
-75.5523961703946,6.29643484037116,637,637,Andalucia Ii,CL 107 47 51,05001,Medellín,Aranjuez,C6,En servicio,-75.55239617,6.29643484
-75.5532429295679,6.28438021005512,638,638,Aranjuez Metroplus,CL 93 45 A 64,05001,Medellín,Aranjuez,C6,En servicio,-75.55324293,6.28438021
-75.555034889795,6.26743650005586,639,639,Argemiro La 72,CR 45 72 06,05001,Medellín,Manrique Central Nº 1,C6,En servicio,-75.55503489,6.2674365
-75.555034889795,6.26743650005586,640,640,Argemiro La 72 (2),CR 45 72 06,05001,Medellín,Manrique Central Nº 1,C6,En servicio,-75.55503489,6.2674365
-75.5546132897709,6.23786327994182,641,641,Armando Milagrosa,CL 45 30 01,05001,Medellín,La Milagrosa,C6,En servicio,-75.55461329,6.23786328
-75.5407499996229,6.26586000026749,642,642,Auto Servicio La Honda,CL 71 24 86,05001,Medellín,Manrique Oriental,C6,En servicio,-75.54075,6.26586
-75.5666834797298,6.24981368979868,643,643,Bar Boyaca,CL 51 49 20,05001,Medellín,La Candelaria,C6,En servicio,-75.56668348,6.24981369
-75.574293500167,6.23754730993205,644,644,Bar Damasco,CR 52 35 113,05001,Medellín,La Candelaria,C6,En servicio,-75.5742935,6.23754731
-75.5733787196621,6.24009206994103,645,645,Bar y Restaurante Puerto Nuevo,CR 52 39 03,05001,Medellín,La Candelaria,C6,En servicio,-75.57337872,6.24009207
-75.5670785201642,6.25606370980389,646,646,Bazar De Los Puentes Qap,CL 57 B 51 D 05,05001,Medellín,La Candelaria,C6,En servicio,-75.56707852,6.25606371
-75.5667240296817,6.24591965025444,647,647,Bazar San Antonio Ph,CL 47 45 87,05001,Medellín,La Candelaria,C6,En servicio,-75.56672403,6.24591965
-75.5486026604082,6.26467440031039,648,648,Bellanitas Gildardo,CR 37 70 2,05001,Medellín,Manrique Oriental,C6,En servicio,-75.54860266,6.2646744
-75.5665031797674,6.24801777024696,649,649,Benedan (2),CR 47 N 49 59,05001,Medellín,La Candelaria,C6,En servicio,-75.56650318,6.24801777
-75.5558029996686,6.24441500037297,650,650,Bicentenario,CL 51 35 45,05001,Medellín,Buenos Aires,C6,En servicio,-75.555803,6.244415
-75.5530400001453,6.30604000022781,651,651,Billar Nancy,CRA 50 B CL 123 8,05001,Medellín,La Frontera,C6,Desactivado,-75.55304,6.30604
-75.5659499999104,6.25081999991932,652,652,Bingo Junin,CR 49 52 81 PISO 3 LOCAL 336,05001,Medellín,La Candelaria,C6,En servicio,-75.56595,6.25082
-75.5686444804355,6.25069349040616,653,653,Boyaca Qap (2),CL 51 51 66 ,05001,Medellín,La Candelaria,C6,En servicio,-75.56864448,6.25069349
-75.5630143603592,6.25211997019132,654,654,Bulebar Peru,CR 46 55 34,05001,Medellín,La Candelaria,C6,En servicio,-75.56301436,6.25211997
-75.5633889596293,6.25178530993139,655,655,C.C Comercial Av. Oriental,CR 46 54 89,05001,Medellín,La Candelaria,C6,En servicio,-75.56338896,6.25178531
-75.5692179999471,6.25101548988268,656,656,C/Comercial Veracruz Confeciones,CR 52 51 44,05001,Medellín,La Candelaria,C6,En servicio,-75.569218,6.25101549
-75.5692179999471,6.25101548988268,657,657,C/Comercial Veracruz Confeciones (2),CR 52 51 44,05001,Medellín,La Candelaria,C6,En servicio,-75.569218,6.25101549
-75.5675821103226,6.25021060958554,658,658,Café Pilsen,CR 50 51 04,05001,Medellín,La Candelaria,C6,En servicio,-75.56758211,6.25021061
-75.5649154802663,6.25088468967443,659,659,Cafeteria El Ranchito Gig,CR 47 52 176,05001,Medellín,La Candelaria,C6,En servicio,-75.56491548,6.25088469
-75.5576659501593,6.27541037988783,660,660,Campo Valdes,CR 49 82 34,05001,Medellín,Aranjuez,C6,En servicio,-75.55766595,6.27541038
-75.554908820228,6.27722854006164,661,661,Carlos Uribe,CL 85 46 A 1,05001,Medellín,Manrique Central Nº 1,C6,En servicio,-75.55490882,6.27722854
-75.5538567591814,6.308641936863,662,662,Carniceria,CL 20 E 43 C 13,05088,Medellín,La Frontera,C6,En servicio,-75.55385676,6.30864194
-75.538261960035,6.28639566036549,663,663,Carpinelo,CR 23 96 13,05001,Medellín,Santo Domingo Savio Nº 1,C6,En servicio,-75.53826196,6.28639566
-75.5623040400061,6.29160832958087,664,664,Casa De Familia,CR 52 98 3,05001,Medellín,Aranjuez,C6,En servicio,-75.56230404,6.29160833
-75.5595343803733,6.29192583033936,665,665,Casa De La Cultura,CL 99 50 C 24,05001,Medellín,Aranjuez,C6,En servicio,-75.55953438,6.29192583
-75.5698821900137,6.25325658974648,666,666,Casino Circus,CL 53 53 62,05001,Medellín,La Candelaria,C6,En servicio,-75.56988219,6.25325659
-75.5404004804172,6.28755668975058,667,667,Centro De Servicios D.J.V,CL 99 A 25 C 53,05001,Medellín,Santo Domingo Savio Nº 1,C6,En servicio,-75.54040048,6.28755669
-75.5640560395761,6.25262220976523,668,668,Charcuteria La Polonesa,CL 55 47 34,05001,Medellín,La Candelaria,C6,En servicio,-75.56405604,6.25262221
-75.5568219299493,6.2848458098911,669,669,Claro De Luna,CR 49 A 93 29,05001,Medellín,Aranjuez,C6,En servicio,-75.55682193,6.28484581
-75.5553912999773,6.25635899024278,670,670,Clinica El Rosario Pto Vta Le Apuesto,CR 41 63 A 43,05001,Medellín,Villa Hermosa,C6,En servicio,-75.5553913,6.25635899
-75.561870000112,6.23805999993348,671,671,Comercio Salvador,CL 40 38 16,05001,Medellín,El Salvador,C6,En servicio,-75.56187,6.23806
-75.5599370699623,6.26911795968523,672,672,Cuatro Esquinas,CR 5 46 12,05001,Medellín,Moravia,C6,En servicio,-75.55993707,6.26911796
-75.5604778000678,6.27293080032855,673,673,Distraerte,CL 79 50B 27,05001,Medellín,Moravia,C6,En servicio,-75.5604778,6.2729308
-75.5486759997664,6.27272770003016,674,674,Drogueria Vitalicia,CR 39 81 04,05001,Medellín,Las Granjas,C6,En servicio,-75.548676,6.2727277
-75.5598900000381,6.23673999962421,675,675,E Tecnology,CRA 30 CL 40A 91,05001,Medellín,La Milagrosa,C6,En servicio,-75.55989,6.23674
-75.5629571996593,6.25249131976864,676,676,Ed Trebol,CR 46 55 95,05001,Medellín,La Candelaria,C6,En servicio,-75.5629572,6.25249132
-75.5484310004423,6.25046799992841,677,677,Eds Enciso,CR 28 59 – 45,05001,Medellín,Enciso,C6,En servicio,-75.548431,6.250468
-75.5591755896555,6.23579252009768,678,678,El Chorro,CR 33 A A 38 B 25,05001,Medellín,El Salvador,C6,En servicio,-75.55917559,6.23579252
-75.5710158701905,6.24676953984991,679,679,El Dorado (2),CR 52 45 29 LOC 107,05001,Medellín,La Candelaria,C6,En servicio,-75.57101587,6.24676954
-75.5460599996578,6.29973100001267,680,680,El Galerita,CR 42 B 110 BB 59,05001,Medellín,Popular,C6,En servicio,-75.54606,6.299731
-75.5478316399932,6.29589532973331,681,681,El Morcillero,CR 42B 107C 47,05001,Medellín,Popular,C6,Desactivado,-75.54783164,6.29589533
-75.5623959295748,6.27916758984667,682,682,El Museo,CR 51 B 86 03,05001,Medellín,Moravia,C6,En servicio,-75.56239593,6.27916759
-75.5369710001233,6.23096599955943,683,683,El Plan,CL 49 7 44,05001,Medellín,Buenos Aires,C6,En servicio,-75.536971,6.230966
-75.5428597200171,6.24905717042923,684,684,Enciso Las Delicias,CL 57 19 208,05001,Medellín,Enciso,C6,En servicio,-75.54285972,6.24905717
-75.5541780003202,6.2727969999839,685,685,Estacion Manrique,CR 4580 04,05001,Medellín,Manrique Central Nº 1,C6,En servicio,-75.554178,6.272797
-75.5686147300299,6.24993579000855,686,686,Estacion Parque De Berrio (Bazar),CR 51 50 27 LOC 68,05001,Medellín,La Candelaria,C6,En servicio,-75.56861473,6.24993579
-75.5429799999421,6.24426799975325,687,687,Estacion Pinal,CL 56 E 25 A 14,05001,Medellín,Enciso,C6,En servicio,-75.54298,6.244268
-75.5664920002337,6.22030000022682,688,688,Euro Palma Grande,CL 19 38 75 ,05001,Medellín,San Diego,C6,En servicio,-75.566492,6.2203
-75.5677514301772,6.2532173499449,689,689,Exito Express,CR 51 53 67,05001,Medellín,La Candelaria,C6,En servicio,-75.56775143,6.25321735
-75.5710945230835,6.2638879573002,690,690,Faro Del Rio,CL 65 56 A 08,05001,Medellín,Sevilla,C6,En servicio,-75.57109452,6.26388796
-75.5625000002988,6.24725000029642,691,691,Fenalco,CL 50 42 54,05001,Medellín,La Candelaria,C6,En servicio,-75.5625,6.24725
-75.570133780277,6.25037988023496,692,692,Fereteria Bolivar,CL 50 52 73,05001,Medellín,La Candelaria,C6,En servicio,-75.57013378,6.25037988
-75.5666000100702,6.25233830993008,693,693,Fiscalia,CL 53 49 148,05001,Medellín,La Candelaria,C6,En servicio,-75.56660001,6.25233831
-75.5679376760884,6.25043121827848,694,694,Flamingo Parque Berrio,CL 51 50 34,05001,Medellín,La Candelaria,C6,En servicio,-75.56793768,6.25043122
-75.5665899103115,6.27441837017871,695,695,Full El Bosque # 2,CL 79 55B 143,05001,Medellín,Moravia,C6,En servicio,-75.56658991,6.27441837
-75.5484719097203,6.26574866024358,696,696,Gaitan Qap,CR 37 N 71 4,05001,Medellín,Manrique Oriental,C6,En servicio,-75.54847191,6.26574866
-75.5333299998177,6.15329200043551,697,697,Gana Expres Las Palmas,MALL INDIANA GLORIETA,05266,Envigado,Las Palmas,C6,En servicio,-75.53333,6.153292
-75.554459149648,6.29123677035345,698,698,Gana La 100,CL 100 47 59,05001,Medellín,Aranjuez,C6,En servicio,-75.55445915,6.29123677
-75.5691929001198,6.24991463004621,699,699,Gana Servicio Parque Berrio,CL 50 51 65,05001,Medellín,La Candelaria,C6,En servicio,-75.5691929,6.24991463
-75.5711440597815,6.24469231963498,700,700,Gana Servicios Alpujarra (2),CL 44 51 45,05001,Medellín,La Candelaria,C6,En servicio,-75.57114406,6.24469232
-75.5550827699997,6.2978436799445,701,701,Gana Servicios Andalucia,CR 49 C 106 91,05001,Medellín,Aranjuez,C6,En servicio,-75.55508277,6.29784368
-75.55614061979,6.28594801039071,702,702,Gana Servicios Aranjuez,CR 49 94 11,05001,Medellín,Aranjuez,C6,En servicio,-75.55614062,6.28594801
-75.5647427198641,6.27425353984922,703,703,Gana Servicios Bosque,CR 52 78 13,05001,Medellín,Moravia,C6,En servicio,-75.56474272,6.27425354
-75.5570392800272,6.2485618203333,704,704,Gana Servicios Boston,CR 38 55 59,05001,Medellín,Boston,C6,En servicio,-75.55703928,6.24856182
-75.5677792599847,6.25186555961869,705,705,Gana Servicios Boyaca,CR 51 52 112,05001,Medellín,La Candelaria,C6,En servicio,-75.56777926,6.25186556
-75.5677792599847,6.25186555961869,706,706,Gana Servicios Boyaca (2),CR 51 52 112,05001,Medellín,La Candelaria,C6,En servicio,-75.56777926,6.25186556
-75.5503211303603,6.24928596017296,707,707,Gana Servicios Enciso,CR 30 58 04 ,05001,Medellín,Enciso,C6,En servicio,-75.55032113,6.24928596
-75.5485883897716,6.26485351998462,708,708,Gana Servicios Gaitan,CR 37 70 38,05001,Medellín,Manrique Oriental,C6,En servicio,-75.54858839,6.26485352
-75.5543581799083,6.27159252031134,709,709,Gana Servicios Manrique,CR 45 78 80,05001,Medellín,Manrique Central Nº 1,C6,En servicio,-75.55435818,6.27159252
-75.5547304696099,6.23580452023458,710,710,Gana Servicios Milagrosa,CR 29 42 07,05001,Medellín,La Milagrosa,C6,En servicio,-75.55473047,6.23580452
-75.5691929001198,6.24991463004621,711,711,Gana Servicios Parque Berrio (1),CL 50 51 65,05001,Medellín,La Candelaria,C6,En servicio,-75.5691929,6.24991463
-75.5503566299837,6.29310937975972,712,712,Gana Servicios Popular,CR 43A 103 80,05001,Medellín,Popular,C6,En servicio,-75.55035663,6.29310938
-75.5613810003904,6.23631413019959,713,713,Gana Servicios Salvador,CR 35 A 39 06,05001,Medellín,El Salvador,C6,En servicio,-75.561381,6.23631413
-75.5465642096537,6.27996616965613,714,714,Gana Servicios San Blas,CRA 36 86B 33,05001,Medellín,Las Granjas,C6,En servicio,-75.54656421,6.27996617
-75.5694249610088,6.23562630683249,715,715,Gana Servicios San Diego,CR 43 36 03,05001,Medellín,San Diego,C6,En servicio,-75.56942496,6.23562631
-75.5694249610088,6.23562630683249,716,716,Gana Servicios San Diego (2),CR 43 36 03,05001,Medellín,San Diego,C6,En servicio,-75.56942496,6.23562631
-75.5621603095607,6.29158354968779,717,717,Gana Servicios Santa Cruz,CR 52 98 10,05001,Medellín,Aranjuez,C6,En servicio,-75.56216031,6.29158355
